WS50M,WS10M,WS100M,WS80M
2.21,1.05,4.393,4.112
1.99,0.99,4.168,3.91
1.62,0.86,3.749,3.539
1.28,0.75,3.33,3.17
1.06,0.65,3.011,2.878
0.77,0.5,2.668,2.564
0.74,0.51,2.597,2.5
0.89,0.62,2.697,2.593
1.11,0.75,2.897,2.774
1.18,0.77,3.101,2.96
1.7,0.83,3.924,3.691
2.54,1.14,5.018,4.694
2.57,1.19,5.212,4.872
2.09,1.32,4.511,4.266
2.37,1.61,4.286,4.074
2.39,1.67,4.088,3.897
1.53,1.16,3.343,3.221
1.39,1.07,3.3,3.182
2.39,1.68,3.915,3.737
2.96,1.92,4.247,4.021
3.06,1.95,4.251,4.018
2.98,1.89,4.117,3.893
3.05,1.94,4.13,3.904
2.79,1.87,3.73,3.545
2.95,1.92,3.87,3.665
3.36,1.98,4.352,4.093
3.66,1.49,4.784,4.442
2.66,1.53,3.968,3.715
2.81,1.65,4.51,4.217
3.49,1.96,5.553,5.174
3.72,2.11,5.881,5.477
3.8,2.11,6.054,5.635
4.07,2.17,6.377,5.924
4.55,2.36,6.839,6.334
4.76,2.28,7.074,6.521
5.3,2.57,7.994,7.353
5.25,2.58,8.11,7.466
5.32,2.63,8.127,7.486
5.43,2.64,8.216,7.562
5.05,2.57,7.874,7.254
4.91,2.47,7.975,7.35
4.79,2.39,7.998,7.377
4.76,2.32,8.014,7.388
4.85,2.32,7.944,7.32
4.91,2.3,8.054,7.414
4.55,2.13,7.515,6.928
4.21,1.94,7.036,6.493
3.68,1.59,6.399,5.916
3.67,1.63,6.349,5.871
3.6,1.64,6.237,5.771
3.49,1.68,6.093,5.643
3.6,1.84,6.005,5.574
3.37,1.84,5.646,5.261
3.78,2.07,6.0,5.583
4.12,2.25,6.577,6.113
4.28,2.35,6.807,6.325
4.33,2.34,6.875,6.385
4.12,2.17,6.729,6.244
4.38,2.18,7.079,6.54
4.41,2.15,7.129,6.578
4.25,2.06,6.995,6.458
4.01,1.95,6.971,6.444
3.97,1.91,6.806,6.294
3.58,1.72,6.242,5.779
3.85,1.75,6.624,6.121
3.95,1.84,6.912,6.385
4.27,2.01,7.461,6.888
4.45,2.13,7.645,7.059
4.39,2.01,7.651,7.066
3.91,1.63,7.459,6.907
3.92,1.55,7.416,6.865
3.94,1.54,7.492,6.936
3.72,1.41,7.223,6.687
3.55,1.41,6.884,6.369
3.2,1.27,6.244,5.79
2.95,1.51,5.926,5.531
3.52,1.88,6.525,6.082
3.45,1.98,6.183,5.773
3.07,1.84,5.599,5.24
2.8,1.72,5.206,4.881
2.79,1.7,5.117,4.796
2.68,1.55,5.021,4.703
2.57,1.09,4.948,4.612
3.06,1.79,5.354,5.024
3.18,1.88,5.531,5.187
2.99,1.82,5.33,5.011
2.68,1.75,4.931,4.657
2.35,1.63,4.454,4.233
2.11,1.52,4.075,3.894
1.95,1.45,3.811,3.656
1.77,1.34,3.548,3.416
1.63,1.25,3.33,3.215
1.41,1.1,3.094,2.994
1.07,0.84,2.838,2.755
0.7,0.53,2.681,2.605
0.53,0.38,2.663,2.589
0.26,0.2,2.494,2.433
0.65,0.51,2.647,2.576
0.95,0.67,2.785,2.693
0.51,0.34,2.417,2.336
0.77,0.41,2.599,2.498
1.19,0.76,3.227,3.075
1.29,0.85,3.515,3.344
1.49,0.98,3.85,3.653
1.64,1.06,4.073,3.856
1.72,1.06,4.153,3.921
2.02,0.97,4.541,4.257
2.24,1.34,4.96,4.671
1.82,1.1,4.738,4.471
1.12,0.72,4.175,3.96
0.91,0.72,3.825,3.644
0.72,0.62,3.656,3.491
0.49,0.46,3.515,3.377
0.6,0.35,3.655,3.496
0.49,0.26,3.562,3.404
0.25,0.17,3.23,3.098
1.2,0.66,3.928,3.726
2.21,1.2,4.964,4.656
2.42,1.28,5.121,4.791
2.74,1.29,5.331,4.969
3.36,1.32,5.987,5.543
3.71,1.32,6.454,5.956
3.61,1.48,6.336,5.864
3.03,1.6,5.908,5.516
3.14,1.77,6.124,5.727
3.07,1.82,5.867,5.492
3.34,2.02,6.182,5.778
3.57,2.15,6.517,6.084
3.32,1.98,6.284,5.873
3.19,1.82,6.049,5.65
2.92,1.15,5.689,5.282
3.34,1.75,6.189,5.763
3.55,1.75,6.481,6.023
2.43,1.57,5.251,4.948
1.65,1.18,4.329,4.119
1.15,0.88,3.746,3.589
1.04,0.75,3.491,3.352
1.95,1.23,3.896,3.705
2.59,1.62,4.308,4.077
3.19,1.81,5.08,4.774
4.05,1.65,6.166,5.729
4.51,1.81,6.697,6.195
4.17,1.66,6.465,5.983
4.06,1.57,6.516,6.025
3.78,1.61,6.361,5.881
4.05,1.65,6.774,6.25
4.18,1.83,6.927,6.393
3.86,1.97,6.264,5.819
3.62,1.99,6.152,5.729
3.46,1.96,6.052,5.645
3.71,2.07,6.32,5.889
3.94,2.19,6.481,6.032
3.77,2.08,6.348,5.911
4.07,2.06,6.576,6.104
4.3,2.07,6.948,6.423
4.43,2.03,7.166,6.609
4.45,2.0,7.279,6.712
4.23,1.93,7.153,6.601
3.69,1.61,6.713,6.205
3.55,1.52,6.364,5.887
3.28,1.33,5.876,5.442
3.42,1.34,5.861,5.424
3.55,1.39,6.016,5.563
3.45,1.42,5.841,5.406
3.34,1.28,5.748,5.319
3.28,1.25,5.625,5.208
3.05,0.97,5.332,4.938
3.01,0.93,5.25,4.864
3.01,0.91,5.139,4.761
3.15,0.96,5.185,4.799
2.83,1.22,4.718,4.398
2.08,1.26,3.849,3.633
2.44,1.38,4.294,4.032
2.92,1.66,4.88,4.568
2.92,1.67,5.037,4.717
2.95,1.68,5.181,4.851
2.84,1.6,5.182,4.854
2.49,1.37,4.826,4.529
2.32,0.84,4.593,4.285
2.86,1.29,5.041,4.71
3.18,1.25,5.362,4.99
3.41,1.2,5.635,5.222
3.47,1.14,5.785,5.349
3.6,1.16,5.886,5.434
3.63,1.13,5.819,5.37
3.85,1.14,5.926,5.462
3.85,1.28,5.794,5.346
3.42,1.15,5.391,4.985
3.34,1.01,5.406,4.996
3.37,1.11,5.525,5.109
3.22,1.07,5.419,5.017
3.15,1.04,5.438,5.035
3.07,1.04,5.322,4.933
2.88,1.09,5.022,4.664
2.58,1.12,4.611,4.299
2.18,1.17,4.14,3.895
1.99,1.12,4.317,4.068
2.13,1.21,4.433,4.177
2.3,1.3,4.628,4.353
2.37,1.35,4.674,4.396
2.09,1.23,4.438,4.184
1.72,0.99,4.139,3.913
1.41,0.66,3.891,3.67
1.37,0.92,3.78,3.604
1.18,0.8,3.555,3.399
1.04,0.7,3.33,3.192
1.03,0.67,3.169,3.041
1.19,0.75,3.153,3.021
1.33,0.83,3.213,3.071
1.61,1.01,3.36,3.202
1.92,1.19,3.541,3.363
1.96,1.17,3.5,3.324
1.98,1.05,3.454,3.276
2.04,0.74,3.499,3.301
2.11,0.8,3.509,3.309
2.12,0.81,3.504,3.304
2.1,0.81,3.512,3.315
2.17,0.88,3.624,3.418
2.06,0.88,3.513,3.32
1.45,0.92,2.882,2.758
1.38,0.82,2.681,2.567
1.64,0.96,2.705,2.57
1.69,1.02,2.892,2.748
1.66,1.03,2.992,2.843
1.61,0.99,3.034,2.885
1.59,0.93,3.069,2.915
1.82,0.93,3.262,3.096
1.97,1.41,3.192,3.073
1.83,1.33,2.95,2.85
2.05,1.46,3.185,3.065
2.72,1.84,4.011,3.82
3.5,2.18,5.034,4.738
4.2,2.04,6.08,5.649
4.61,1.69,6.776,6.246
4.84,1.63,7.114,6.543
4.9,1.7,7.147,6.573
4.41,1.79,6.518,6.015
3.56,1.97,5.687,5.278
3.33,1.71,5.363,4.987
3.02,1.72,4.825,4.511
3.0,1.83,4.555,4.266
3.25,2.0,4.749,4.441
3.44,2.09,5.043,4.701
3.27,2.1,4.854,4.538
3.53,2.18,5.232,4.878
4.24,2.46,6.097,5.662
4.88,2.75,6.797,6.297
5.0,2.79,7.048,6.527
4.7,2.59,6.889,6.388
4.51,2.39,6.59,6.107
4.91,2.44,6.975,6.431
5.27,2.66,7.479,6.887
5.33,2.67,7.617,7.013
5.02,2.64,7.462,6.88
5.03,2.63,7.623,7.028
5.06,2.7,7.812,7.207
4.96,2.63,7.811,7.215
4.91,2.57,7.888,7.293
4.51,2.33,7.513,6.959
4.45,2.14,7.369,6.82
3.97,1.89,6.711,6.218
3.64,1.61,6.179,5.723
3.84,1.68,6.126,5.668
3.38,1.55,5.742,5.326
3.13,1.46,5.643,5.24
2.88,1.46,5.617,5.226
2.56,1.4,5.244,4.905
2.53,1.38,5.244,4.92
3.09,1.68,5.897,5.515
3.94,2.16,6.827,6.359
4.47,2.46,7.575,7.041
4.99,2.71,8.272,7.674
5.07,2.75,8.5,7.883
4.66,2.48,8.183,7.597
4.28,2.01,7.612,7.065
4.56,1.73,7.854,7.254
4.35,1.64,7.419,6.851
3.79,1.49,6.689,6.189
3.38,1.55,6.265,5.814
3.01,1.56,6.035,5.618
2.9,1.56,5.77,5.383
2.94,1.61,5.734,5.351
3.5,1.82,6.322,5.88
3.92,1.97,6.822,6.336
4.32,2.06,7.26,6.731
4.36,2.14,7.48,6.935
3.83,1.94,7.435,6.907
3.57,1.97,7.485,6.968
3.47,1.88,7.451,6.936
3.67,1.93,7.36,6.841
3.54,1.94,6.847,6.379
3.59,2.02,7.091,6.617
3.9,2.12,7.671,7.151
4.02,2.21,7.868,7.334
4.16,2.25,7.974,7.429
4.9,2.59,8.705,8.086
5.16,2.76,8.785,8.151
4.52,2.49,7.964,7.402
3.7,1.81,6.693,6.221
4.44,1.66,7.394,6.814
3.94,1.67,6.937,6.414
3.49,1.47,6.524,6.043
4.09,1.59,7.056,6.516
3.98,1.77,6.918,6.397
3.64,1.63,6.6,6.112
3.61,1.46,6.489,6.008
3.57,1.63,6.359,5.899
3.21,1.58,5.906,5.498
3.03,1.46,5.753,5.361
2.95,1.36,5.6,5.219
2.83,1.41,5.547,5.177
2.56,1.29,5.367,5.016
2.52,1.33,5.322,4.975
2.55,1.37,5.525,5.16
2.63,1.46,5.666,5.303
3.23,1.76,6.445,6.018
3.97,2.16,7.223,6.727
4.03,2.26,7.35,6.846
4.02,2.28,7.301,6.803
4.0,2.29,7.244,6.749
3.99,2.27,7.18,6.688
3.75,2.14,6.882,6.414
3.52,1.89,6.539,6.082
3.83,1.74,6.856,6.346
3.95,1.83,6.826,6.316
4.0,1.87,6.774,6.266
3.86,1.79,6.519,6.034
3.35,1.42,5.729,5.315
3.36,1.26,5.523,5.122
2.93,1.04,5.11,4.752
2.34,1.09,4.612,4.314
1.81,1.05,4.186,3.939
1.7,1.0,4.156,3.913
1.85,1.12,4.469,4.198
2.2,1.27,4.921,4.606
2.72,1.29,5.568,5.183
3.24,1.45,6.31,5.848
3.62,1.62,6.833,6.318
3.5,1.67,6.571,6.09
2.18,1.45,4.784,4.51
2.02,1.26,4.835,4.563
2.83,1.61,5.974,5.599
2.93,1.63,6.122,5.733
2.93,1.59,6.141,5.749
2.93,1.52,6.141,5.744
2.61,1.17,5.683,5.313
2.97,1.27,5.981,5.556
3.89,2.27,6.781,6.321
4.42,2.47,7.389,6.859
4.78,2.43,7.831,7.241
5.25,1.83,8.399,7.709
5.85,1.96,9.041,8.283
6.15,2.05,9.361,8.572
5.84,2.1,8.882,8.146
5.87,2.03,8.775,8.046
5.94,1.95,8.807,8.07
6.04,1.9,8.887,8.137
5.86,1.92,8.625,7.904
5.34,1.8,7.984,7.331
4.66,2.11,7.08,6.553
4.19,2.58,6.302,5.899
3.78,2.47,5.726,5.394
3.39,1.93,5.422,5.08
2.09,1.06,4.041,3.809
1.2,0.71,3.252,3.101
2.48,1.43,4.645,4.361
2.88,1.68,5.052,4.731
3.08,1.78,5.253,4.913
3.23,1.78,5.41,5.049
2.84,1.44,4.974,4.646
3.12,1.14,5.037,4.681
4.0,2.24,5.569,5.214
4.34,1.96,6.002,5.588
4.18,1.84,6.046,5.629
4.12,1.85,6.179,5.753
4.2,2.19,6.358,5.929
4.26,2.29,6.556,6.111
4.45,2.14,6.887,6.398
4.63,2.01,7.223,6.688
4.78,2.04,7.499,6.932
5.0,2.1,7.788,7.188
5.49,1.97,8.302,7.629
5.76,1.91,8.566,7.854
5.92,2.03,8.69,7.965
6.01,2.07,8.737,8.007
5.83,1.97,8.487,7.781
5.2,1.75,7.744,7.112
2.81,1.55,4.958,4.647
1.04,0.79,3.099,2.975
1.11,0.63,2.898,2.78
1.69,1.03,2.903,2.755
2.03,1.23,3.187,3.009
2.15,1.23,3.553,3.342
2.16,0.97,3.686,3.457
2.42,1.31,3.864,3.641
2.71,1.81,3.906,3.72
2.65,1.78,3.77,3.598
2.83,1.85,3.852,3.666
3.42,2.15,4.481,4.237
3.72,2.36,5.024,4.741
3.54,2.35,4.993,4.724
3.35,2.3,4.744,4.504
3.25,2.27,4.492,4.274
3.24,2.25,4.299,4.093
3.3,2.29,4.303,4.093
3.15,2.21,4.202,4.004
2.44,1.81,3.562,3.423
1.85,1.42,3.027,2.93
1.72,1.31,2.951,2.857
2.39,1.71,3.484,3.343
3.2,1.79,4.435,4.176
2.44,1.19,4.058,3.809
1.29,0.79,3.015,2.872
2.12,1.26,4.001,3.768
2.2,1.35,4.292,4.039
2.13,1.3,4.288,4.04
2.18,1.25,4.352,4.095
2.24,1.05,4.517,4.237
2.65,1.08,5.074,4.726
3.33,1.98,5.788,5.423
4.04,2.02,6.768,6.283
3.28,1.65,6.206,5.782
2.69,1.42,5.594,5.228
2.51,1.2,5.474,5.111
2.43,1.13,5.363,5.006
2.69,1.08,5.532,5.145
3.36,1.3,6.184,5.728
3.76,1.51,6.685,6.183
3.93,1.65,7.054,6.524
4.13,2.03,7.527,6.969
4.25,2.0,7.79,7.207
4.69,2.29,8.257,7.636
4.55,2.26,8.254,7.645
4.48,2.21,8.155,7.552
3.96,2.13,7.67,7.131
4.85,2.5,8.752,8.117
6.87,3.52,10.957,10.119
7.3,3.88,11.39,10.516
7.13,3.92,11.244,10.389
7.34,3.97,11.518,10.638
7.36,4.02,11.567,10.684
6.39,3.53,10.465,9.685
4.78,2.69,8.466,7.865
4.51,2.35,8.023,7.441
4.97,2.62,8.516,7.889
5.03,2.71,8.532,7.906
5.01,2.66,8.544,7.917
5.0,2.64,8.61,7.976
5.05,2.63,8.656,8.016
5.52,2.85,9.06,8.372
5.57,2.83,9.201,8.497
4.97,2.51,8.696,8.044
4.25,2.19,7.966,7.383
3.71,1.99,7.479,6.948
3.15,1.78,6.899,6.422
3.57,1.94,7.169,6.66
3.78,2.06,7.273,6.752
3.86,2.09,7.271,6.745
3.96,2.16,7.123,6.624
4.69,2.51,7.988,7.415
5.23,2.82,8.744,8.109
5.49,3.01,8.853,8.207
5.5,3.1,8.731,8.096
5.58,3.17,8.739,8.101
5.65,3.19,8.823,8.176
5.47,3.04,8.671,8.035
4.18,2.24,7.265,6.749
3.93,1.54,7.016,6.485
3.57,1.6,6.539,6.065
3.37,1.66,6.193,5.759
2.88,1.71,5.612,5.251
2.33,1.52,5.051,4.751
2.14,1.31,4.882,4.598
2.15,1.25,4.896,4.606
2.0,1.2,4.72,4.45
1.79,1.11,4.488,4.247
1.88,1.08,4.483,4.237
2.27,1.13,4.64,4.364
3.09,1.13,5.239,4.878
3.39,1.23,5.622,5.213
3.36,1.44,5.957,5.523
3.25,1.51,5.918,5.494
3.47,1.75,5.889,5.485
3.4,1.8,5.814,5.424
3.68,1.88,6.251,5.823
3.7,1.86,6.402,5.964
3.5,1.7,6.24,5.818
3.29,1.7,5.976,5.58
3.41,1.77,6.039,5.631
3.83,1.93,6.482,6.024
4.12,2.08,6.742,6.249
4.6,2.24,7.686,7.099
4.53,2.22,7.719,7.141
4.51,2.25,7.772,7.199
4.47,2.24,7.751,7.183
4.32,2.12,7.598,7.043
4.17,2.12,7.308,6.778
3.56,1.94,6.772,6.299
3.51,1.84,6.742,6.27
4.1,2.14,7.104,6.586
4.13,2.11,7.36,6.828
4.14,2.06,7.256,6.729
4.12,2.11,7.191,6.661
4.45,2.29,7.647,7.079
4.2,2.23,7.295,6.757
3.87,2.09,6.9,6.398
3.79,2.1,6.694,6.229
4.17,2.26,7.255,6.749
4.21,2.35,7.495,6.978
4.26,2.4,7.545,7.025
4.51,2.55,7.771,7.229
4.77,2.66,8.064,7.493
4.9,2.67,8.173,7.588
4.3,2.4,7.468,6.949
3.28,1.78,6.202,5.788
3.56,1.65,6.468,6.003
3.98,2.06,6.804,6.309
4.07,2.14,6.66,6.172
5.0,2.65,7.439,6.869
5.45,2.87,7.893,7.282
5.77,3.04,8.23,7.595
5.95,3.13,8.556,7.897
5.84,3.08,8.514,7.864
5.66,3.0,8.38,7.743
5.63,2.99,8.375,7.737
5.71,3.06,8.527,7.875
5.94,3.17,8.846,8.163
6.18,3.32,9.2,8.483
6.5,3.49,9.552,8.801
6.88,3.7,9.973,9.184
7.19,3.94,10.253,9.452
7.45,4.1,10.624,9.798
7.94,4.38,11.371,10.485
8.01,4.5,11.487,10.596
7.82,4.43,11.302,10.433
7.65,4.33,11.152,10.299
7.42,4.18,10.947,10.114
7.23,4.01,10.757,9.94
6.59,3.62,10.066,9.307
6.12,3.18,9.554,8.82
5.87,3.04,9.36,8.641
5.77,3.0,9.275,8.564
5.73,2.98,9.281,8.567
5.63,2.89,9.182,8.473
5.41,2.73,8.922,8.234
5.13,2.57,8.629,7.968
4.35,2.23,7.962,7.368
3.79,2.07,7.411,6.873
3.45,1.94,6.878,6.388
3.39,1.9,6.716,6.241
3.85,2.08,7.011,6.505
4.18,2.22,7.211,6.682
4.59,2.37,7.573,7.005
4.82,2.48,7.713,7.128
4.76,2.57,7.603,7.049
5.66,3.01,8.985,8.314
6.03,3.28,9.295,8.6
5.73,3.17,8.879,8.225
5.44,3.02,8.533,7.911
5.14,2.88,8.285,7.689
4.84,2.71,8.057,7.485
4.49,2.5,7.718,7.176
3.63,1.89,6.729,6.262
3.73,1.28,6.792,6.275
3.97,1.35,6.973,6.436
3.78,1.45,6.675,6.176
3.5,1.63,6.339,5.88
3.32,1.71,6.118,5.684
3.42,1.82,6.197,5.755
3.53,1.91,6.356,5.9
3.6,1.94,6.529,6.059
4.05,2.04,7.039,6.517
4.43,2.3,7.333,6.789
4.01,2.06,6.936,6.437
4.06,2.11,6.807,6.321
4.44,2.28,7.023,6.508
5.06,2.65,7.486,6.918
5.54,2.94,7.876,7.27
5.33,2.91,7.521,6.968
5.34,2.88,7.954,7.37
5.59,3.0,8.298,7.683
6.13,3.29,8.857,8.186
6.29,3.43,9.02,8.334
6.19,3.43,8.984,8.304
5.89,3.29,8.7,8.05
5.64,3.15,8.46,7.831
4.66,2.58,7.481,6.932
4.37,2.03,7.205,6.659
4.12,1.8,6.948,6.428
3.79,1.66,6.538,6.059
3.07,1.59,5.814,5.415
2.39,1.39,5.07,4.746
1.89,1.08,4.518,4.247
1.66,0.97,4.263,4.016
1.57,0.91,4.169,3.93
1.57,0.78,4.098,3.861
1.6,0.69,4.031,3.795
1.69,0.7,4.044,3.804
1.83,0.83,4.082,3.842
1.92,0.89,4.107,3.867
1.91,0.86,4.107,3.864
1.69,0.75,3.836,3.614
1.17,0.71,3.227,3.08
1.44,0.78,3.689,3.499
1.55,0.92,3.702,3.511
1.64,1.02,3.772,3.575
1.9,1.22,4.104,3.879
2.06,1.3,4.36,4.114
2.05,1.27,4.437,4.187
2.0,1.21,4.454,4.2
1.64,0.8,4.11,3.87
1.6,1.12,3.934,3.755
1.93,1.35,4.103,3.915
2.63,1.66,4.563,4.319
3.13,1.68,4.834,4.543
3.41,1.43,4.861,4.541
3.81,1.54,5.122,4.767
4.06,1.54,5.418,5.022
4.1,1.59,5.641,5.216
3.93,1.68,5.642,5.221
3.73,1.73,5.542,5.136
3.5,1.62,5.413,5.02
2.98,1.32,4.983,4.633
2.69,1.01,4.841,4.501
2.98,1.12,5.438,5.047
3.55,1.25,6.159,5.702
4.1,1.9,6.652,6.169
3.98,2.0,6.47,6.019
4.08,2.15,6.759,6.291
5.1,2.7,8.182,7.588
5.2,2.78,8.499,7.885
5.15,2.79,8.425,7.82
5.13,2.8,8.326,7.728
4.73,2.6,7.837,7.282
4.08,2.06,6.896,6.403
4.46,1.94,7.32,6.753
3.95,1.73,6.892,6.373
3.9,1.6,6.791,6.281
3.81,1.65,6.673,6.177
3.08,1.57,5.995,5.575
2.48,1.38,5.47,5.105
2.16,1.22,5.089,4.761
1.98,1.08,4.804,4.509
1.82,0.99,4.508,4.244
1.45,0.74,4.139,3.904
1.35,0.63,4.02,3.791
1.63,0.76,4.375,4.113
1.56,0.72,4.456,4.189
1.43,0.63,4.333,4.079
1.19,0.5,4.128,3.898
1.3,0.74,4.171,3.959
2.41,1.27,5.61,5.267
3.42,1.91,6.568,6.138
3.48,2.01,6.525,6.098
3.46,2.06,6.425,6.007
3.52,2.11,6.512,6.087
3.44,2.04,6.488,6.067
3.18,1.84,6.238,5.839
2.79,1.32,5.659,5.29
3.35,1.04,6.245,5.775
3.61,1.24,6.552,6.054
3.56,1.51,6.453,5.973
3.58,1.62,6.488,6.009
3.64,1.63,6.628,6.137
3.61,1.64,6.609,6.121
3.58,1.63,6.503,6.023
3.55,1.59,6.436,5.961
3.6,1.58,6.484,6.001
3.87,1.67,6.664,6.159
3.75,1.62,6.514,6.023
3.82,1.65,6.626,6.124
4.04,1.8,6.876,6.351
4.29,1.93,7.119,6.569
4.46,2.04,7.259,6.695
4.48,2.14,7.119,6.576
4.25,2.19,6.745,6.257
4.61,2.45,7.313,6.782
4.43,2.38,7.558,7.024
4.37,2.33,7.721,7.183
4.07,2.21,7.502,6.993
4.34,2.37,7.638,7.112
4.1,2.29,7.173,6.68
3.73,2.09,6.569,6.115
3.47,1.9,6.318,5.87
3.42,1.76,6.29,5.838
3.5,1.8,6.507,6.041
3.32,1.77,6.322,5.887
3.46,1.84,6.459,6.014
3.43,1.85,6.368,5.93
3.28,1.79,6.266,5.834
3.16,1.62,6.147,5.721
3.03,1.57,6.03,5.613
3.06,1.6,6.091,5.668
2.6,1.42,5.658,5.279
2.4,1.13,5.37,5.01
2.12,1.07,5.065,4.737
1.87,0.96,4.782,4.483
1.78,0.84,4.594,4.309
1.41,0.8,4.056,3.845
1.61,0.92,4.212,3.989
2.14,1.29,4.715,4.445
2.29,1.43,4.822,4.542
2.24,1.43,4.752,4.481
2.07,1.33,4.563,4.308
1.9,1.21,4.292,4.058
2.11,1.31,4.393,4.144
2.43,1.28,4.719,4.424
2.69,1.28,5.011,4.688
2.8,1.46,4.99,4.685
3.24,1.7,5.373,5.027
3.53,1.63,5.626,5.245
3.57,1.44,5.573,5.188
3.55,1.47,5.38,5.003
3.68,1.63,5.615,5.207
3.79,1.96,5.931,5.501
4.13,2.39,6.149,5.703
4.41,2.58,6.369,5.903
4.8,2.87,6.638,6.16
5.41,3.16,7.308,6.77
6.79,3.66,9.03,8.323
7.92,4.19,10.167,9.349
8.13,4.26,10.679,9.813
8.08,4.21,11.282,10.384
7.66,3.91,11.031,10.165
6.98,3.52,10.591,9.775
6.06,3.02,9.833,9.095
5.13,2.58,8.912,8.264
4.65,2.39,8.379,7.777
4.52,2.27,8.217,7.625
4.53,2.17,8.182,7.584
4.6,2.16,8.086,7.49
4.8,2.23,8.181,7.568
5.23,2.43,8.424,7.776
5.68,2.72,8.682,8.005
5.61,2.75,8.67,7.996
5.4,2.65,8.489,7.831
5.51,2.71,8.637,7.965
5.97,2.94,9.139,8.421
6.36,3.21,9.506,8.753
6.56,3.33,9.761,8.991
6.72,3.45,9.945,9.16
7.05,3.61,10.316,9.497
7.14,3.64,10.421,9.592
7.15,3.65,10.407,9.577
7.31,3.68,10.598,9.748
7.29,3.66,10.658,9.804
7.08,3.55,10.462,9.632
6.74,3.41,10.026,9.244
6.3,3.24,9.451,8.726
6.1,3.16,9.057,8.367
5.83,3.05,8.763,8.103
5.69,3.03,8.581,7.938
5.68,3.02,8.475,7.84
5.71,2.95,8.485,7.843
5.7,2.87,8.507,7.855
5.71,2.83,8.625,7.955
5.64,2.76,8.568,7.899
5.59,2.76,8.541,7.876
5.65,2.81,8.537,7.87
5.66,2.83,8.505,7.839
5.66,2.86,8.511,7.844
5.46,2.76,8.335,7.684
5.13,2.6,7.924,7.313
5.38,2.68,8.237,7.593
5.52,2.74,8.496,7.829
5.63,2.76,8.532,7.861
5.77,2.84,8.754,8.061
5.59,2.74,8.53,7.86
5.65,2.78,8.561,7.89
5.24,2.66,8.21,7.58
5.02,2.65,7.923,7.335
4.55,2.56,7.202,6.693
5.05,2.78,7.504,6.96
5.74,3.09,8.26,7.642
5.89,3.17,8.413,7.781
5.46,2.96,8.109,7.51
4.99,2.68,7.693,7.135
4.76,2.49,7.382,6.847
4.77,2.39,7.345,6.799
4.69,2.26,7.327,6.769
4.76,2.22,7.432,6.858
4.68,2.23,7.405,6.836
4.58,2.2,7.244,6.691
4.62,2.18,7.143,6.594
4.53,2.2,7.0,6.465
4.58,2.23,7.044,6.504
4.68,2.32,7.104,6.558
4.74,2.34,7.133,6.582
4.63,2.34,7.042,6.503
4.63,2.3,6.888,6.36
4.62,2.28,6.771,6.251
4.43,2.19,6.506,6.011
4.18,2.11,6.371,5.893
3.98,2.02,6.105,5.654
3.87,2.17,5.775,5.375
3.85,2.18,5.75,5.355
4.68,2.59,6.612,6.134
4.86,2.77,6.861,6.366
4.91,2.8,7.078,6.567
4.92,2.77,7.216,6.696
4.99,2.77,7.403,6.867
4.68,2.56,7.144,6.632
4.03,2.02,6.351,5.897
4.06,1.68,6.445,5.952
4.1,1.62,6.668,6.153
3.47,1.38,6.059,5.609
2.99,1.06,5.479,5.084
2.83,0.89,5.174,4.805
2.07,0.84,4.23,3.968
1.56,0.85,3.571,3.388
2.31,0.89,4.258,3.988
2.89,1.22,4.943,4.605
3.0,1.58,5.191,4.839
2.74,1.55,5.092,4.756
2.76,1.55,5.135,4.796
2.79,1.58,5.342,4.987
2.69,1.51,5.26,4.923
2.67,1.5,5.284,4.953
2.99,1.68,5.611,5.258
3.24,1.87,5.835,5.465
3.61,2.13,6.163,5.76
3.81,2.3,6.307,5.889
3.96,2.39,6.386,5.957
4.11,2.47,6.5,6.058
4.22,2.49,6.616,6.161
4.27,2.46,6.683,6.214
4.04,2.16,6.41,5.949
4.57,1.6,7.028,6.472
5.2,1.8,7.838,7.203
4.64,1.84,7.395,6.817
4.28,1.8,7.07,6.532
3.92,1.62,6.684,6.187
3.7,1.5,6.361,5.894
3.64,1.48,6.145,5.695
3.7,1.65,6.087,5.651
3.83,1.38,6.276,5.806
3.86,1.28,6.315,5.838
3.81,1.27,6.266,5.792
3.79,1.31,6.211,5.742
3.83,1.3,6.227,5.755
3.7,1.26,6.061,5.605
3.6,1.33,5.885,5.453
2.13,1.2,4.203,3.962
1.42,0.75,3.63,3.445
2.63,1.49,4.927,4.625
3.18,1.84,5.386,5.037
3.57,2.11,5.68,5.301
4.03,2.35,6.119,5.696
4.17,2.37,6.279,5.839
4.0,2.21,6.117,5.687
3.65,1.88,5.749,5.338
3.96,1.49,6.155,5.686
4.43,1.62,6.709,6.188
3.99,1.59,6.328,5.854
3.39,1.4,5.703,5.297
2.97,1.24,5.215,4.859
3.02,1.18,5.181,4.824
3.08,1.37,5.198,4.847
3.12,1.4,5.233,4.879
3.28,1.43,5.418,5.044
3.47,1.25,5.719,5.303
3.6,1.23,5.967,5.524
3.72,1.18,6.194,5.726
3.64,1.44,6.128,5.674
3.42,1.58,5.889,5.466
3.37,1.64,5.855,5.438
3.09,1.7,5.53,5.166
4.16,2.23,6.648,6.186
3.99,2.29,6.473,6.035
3.79,2.21,6.153,5.741
3.76,2.24,6.052,5.647
3.86,2.34,6.11,5.699
4.1,2.46,6.329,5.895
